_id,objectType,broadPeriod,description,inscription,mintName,district,parish,lat,lng,fromDate,toDate,imageURL,discoveryMethod,subsequently
ObjectId(57da611885c5eb0da62cb3c3),CLAY PIPE (SMOKING),POST MEDIEVAL,"An incomplete clay pipe of early modern date (1805-32), missing most of the stem (old break) and with some damage to the bowl at its mouth to one side only (recent-ish break). The heel is missing (recent-ish break).
The casting seam is clearly visible. To the outside of the bowl it is flanked alternately by moulded ears of corn and V-shaped ribs. Beyond the ears of corn three pellets extend linearly, where there is room and the space is not taken up with other decoration on the bowl. To the inside of the bowl the casting seam is flanked by two joining halves of a lozenge around a central moulded ring with radiating lines, possibly imitating the sun. The two lower outlines of the lozenge are slightly wider than those above and decorated with transverse ribs. Instead of the lower and upper edges joining, both extend a little way beyond.
The complete side of the bowl has a moulded rim and depicts three towers in an inverted-V formation, with a six-pointed mullet below the central tower and a raised inverted-V below. This has ribbed edges and a central ribbed inverted-V. Below is an apparent saltire cross with one bar much wider than the other. The stem to this half of the clay pipe is decorated with alternating pairs of leaves (three) and V-shapes with curled over ends (two) preceding the letters GO before the break.
The damaged side of the bowl features at the centre an inverted and raised T-shape, possibly a hammer or implement of some kind. Below is a grouping of motifs crossing one another - a short diagonal raised bar with transverse ribs, a narrow rib vertically and equidistant in the spaces either side a raised pellet and a leaf-shape. Around the break a curving rib extends with bifurcated end, close to the outside of the bowl. Above the upper edge of the lozenge are two six-pointed mullets. The stem to this half of the clay pipe is decorated as the other side, but after the letters AM which are at the break (the A is incomplete and consist of one diagonal stroke only).
The clay pipe measures 54.4mm in incomplete length, 19.8mm in width and stands 35.8mm in height. The bowl measures 20.2x21.1mm (internal 16.2x16.9mm). The clay pipe weighs 9.26g.

David Higgins comments:

A damaged pipe bowl and part of the stem, with relief moulded decoration and part of the maker's name surviving. The bowl is decorated with Masonic symbols, which were very popular motifs on English pipes during the late eighteenth and early nineteenth centuries. This example has a style and arrangement of motifs that is typical of London and the south coast, and the damaged top of the right hand side would have included seven stars and a moon originally. The heel (which would have carried the maker's initials) has been broken off from beneath the bowl. The first part of the stem is decorated with a relief moulded spray of foliage in a style that is typical of the early nineteenth century and the very end of some lettering that would have comprised the maker's surname and place of work (GO./ /.AM). This bowl can be matched with a complete example illustrated by Fox and Hall (1979, Fig 17.115), which shows that the heel would have originally have been marked IG and the full lettering on the stem would have read GOODALL / FAREHAM. This pipe can be attributed to either one of the John Goodalls (I or II; recorded working 1805-31) or James Goodall (recorded working 1829-1832), all of Fareham (Fox &amp; Hall 1979, 21). The pipe was found about 15 miles to the north of Fareham, which is within the 15-20 mile radius from the place of manufacture that is a typical distribution area for inland pipes at this period.

Reference: Fox, R. T., and Hall, R. B., 1979 The Clay Tobacco Pipes of the Portsmouth Harbour Region 1680-1932, privately published, 56pp.",GO…./  /….AM,,Winchester,,,,1805,,https://finds.org.uk/images/khindshamp/medium/HAMPCE4703.jpg,Chance find during metal detecting,Returned to finder
ObjectId(57da611885c5eb0da62cb3c4),PIPE (ARCHITECTURAL),POST MEDIEVAL,"Lead pipe fragment. A short length of narrow gauge lead piping, cut at both ends and torn at one end; squashed and probably patinated. Suggested date: Post-Medieval, 1500-1900.

Length: 32.4mm, Diameter (estimated): 12mm, Thickness (wall): 2.3mm, Weight: 16.41gms",,,West Lindsey,,,,1500,,https://finds.org.uk/images/mforeman/medium/NLM32961.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3c5),KEY (LOCKING),MEDIEVAL,"A simple copper alloy Medieval casket key dating to the period AD c. 1200-1400. The key has a circular bow on the top that is attached to a short pipe which is circular shape in cross section. The bit is simple with two U-shape and opposite notches. The key measures 35.92mm in length, 13.35mm in width, 2.21mm in thick and weights 6.01g. 

A similar key is illustrated by Read B. (2001), p. 72, no. 550.",,,Wiltshire,,,,1200,,https://finds.org.uk/images/cristinasanna/medium/1197.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3c6),MARBLE,POST MEDIEVAL,"Probably fired pipe-clay marble. A round and smoothed ball. Probably a Victorian toy, though some fossils can occasionally assume this form without human intervention. Suggested date: Post-Medieval, 1850-1900.

Diameter: 16.9mm, Weight: 5.72gms.",,,West Lindsey,,,,1850,,https://finds.org.uk/images/mforeman/medium/NLM32957.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3c7),PIPE TAMPER,POST MEDIEVAL,"A complete copper alloy post medieval (c.1600-1800) pipe tamper in the shape of a woman. The woman is depicted wearing a long dress which sits below the feet, and has sleeves covering the elbows. The woman's right arm holds up one part of the dress, revealing the right leg to the knee. The dress is in a Greek or Hellenistic style, with the dress draped in folds.  The other arm is raised and holding an object on her shoulder, this is possibly a jug. Across the dress running from the left shoulder to the hip on the opposite side is a sash. The woman's head is turned slightly to the left, and her hair is pulled up in a bun secured in the middle of the back of her head. The face is worn. The pipe tamper measures 66.9mm in height, 31.3mm in width, and 10.2mm at maximum thickness. It weighs 33.54g.  

The pipe tamper is almost identical to WAW-6B20D4 on the database, which has been dated to the 17th- 18th Century.",,,North Devon,Challacombe,51.14400165,-3.88840011,1600,,https://finds.org.uk/images/ajames/medium/BUC247453.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3c8),PIPE TAMPER,POST MEDIEVAL,"A complete probable Post-Medieval cast copper-alloy pipe tamper in the shape of a claw hammer head probably dating to the 17th century. The claw hammer head has a rectangular socket for the handle and a conical bell/poll at one end and angled split 'claw' at the other. The bell/poll and neck of the head is decorated with bands of ridges and grooves along the neck. TThere are also decorative grooves on each side of the socket, near the edges. The object is in reasonable condition with a few small areas of rust developing on the surface. There are no visible maker's marks.

Measurements: 38.9mm long, 8.62mm wide, 8.53mm thick and 7.68g in weight.",,,Tonbridge and Malling,Trottiscliffe,51.30649244,0.35141825,1601,,https://finds.org.uk/images/ucljo/medium/KENT3D35DE.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3c9),PIPE TAMPER,POST MEDIEVAL,"Post Medieval copper alloy ring pipe tamper with a circular bezel that was probably originally engraved as a seal matrix or signet. On the opposite side of the ring to the bezel is a collared projection from which the screw on tamper and lower section of the reamer are missing. This style of pipe tamper generally dates from the second half of the 17th century, but this one could date to anytime between c1650 and c1800 AD.

Height is 34mm, width 26mm, depth 15mm, and the weight 9.20g.",,,Tonbridge and Malling,Wateringbury,51.26040752,0.40640045,1650,,https://finds.org.uk/images/stuff8472/medium/Misc314.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3ca),WIG CURLER,POST MEDIEVAL,"Incomplete fragment of a pipe clay wig curler of late Post Medieval to Modern date (17th to 18th centuries in date). It is cylindrical in form, demonstrating a bulbous circular end, with the end flattened. Slightly less than 50% of the wig curler is present. No maker's marks are present. The wig curler is probably of Georgian dating (17th to 18th Centuries). The length is 40mm, the width is 15mm",,,Craven,Skipton,53.95508869,-2.03196533,1600,,https://finds.org.uk/images/snoon/medium/LANCUM162661.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3cb),KNIFE,POST MEDIEVAL,"Incomplete post medieval, 18th-19th century, knife with wooden handle and maker's marks, AD.1750-1900. The blade of the knife has broken approximately midway down its length, the back of the blade is arched suggesting that it was of a scimitar type blade. The knife has a copper alloy collar around the top of a wooden handle, the lack of rivets or a rivet tang suggests a whittle tang. The handle tapers slightly towards the shoulder.

There are three marks on the blade, one is LONDON MADE, along with a heart and a tobacco pipe. The use of the LONDON MADE stamp would date this knife from the latter 18th century. As the records for the Cutler's Company have been lost for between AD.1730-1760, it is difficult to assign the marks as by the early 19th century marks were no longer registered with the company, (Hinde and Herbert 2005: pg 6-9)

Total Length: 201mm, Length of Blade: 114.18mm. Length of Handle: 86.92mmWidth of Blade (Arch of back): 31.45mm, Width of Blade (Shoulder): 18.54mm, Width of Handle (terminal): 23.65mm,  Width of handle (Shoulder): 17.8mmThickness of blade: 0.54mm, Thickness of Handle: 14.21mmWeight: 58.59g

Hinde, K. and Herbert, J 2005 The Collections of the Worshipful Company of Cutlers of London: London made knives and their marks AuthorsOnline: Sandy.",,,Greenwich,Greenwich West,51.47513765,-0.01433411,1750,,https://finds.org.uk/images/edwood/medium/knifeLON14A5E5.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3cc),CAP,MODERN,"Silver lid of a windcap for a pipe, mostly likely a meerschaum pipe, made of a thin sheet of silver. The top engraved with a foliate design. Around the sides are a series of 10 square shaped protrusions. This cap would originally have been fitted by a hinge to a flat plate that would have been attached to the pipe. The flat plate is likely to have been hallmarked, if English, or been plain if it is of continental manufacture. This flat plate is missing however there is a 'cut out' on the underside of the cap that marks where the hinges would have been. Opposite this 'cut out' is an indentation where the cap would have engaged with a knop on the missing flat plate to fasten the cap shut.

The purpose of the cap was to protect from the wind when smoking outside.

Diameter: 22.9mm, thickness: 5.79mm, weight: 2g",,,Flintshire,,,,,,https://finds.org.uk/images/meroe/medium/LVPL1395B6.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3cd),CLAY PIPE (SMOKING),MODERN,"An incomplete clay pipe of modern date, 1820-1850. The object consists of the bowl of a clay pipe and a small fragment of the stem. The mouth of the bowl is incomplete due to recent damage and is decorated with a circumferential ridge where visible. There is a small round spur at the base of the bowl measuring 4mm in length which is incomplete. The bowl has an internal diameter of 16.5mm.

The back of the bowl facing the smoker is decorated with a shield within which are the letters JM. Scalloped decoration comprising of five moulded ridges with rounded terminals run the length of the bowl on each side with the furtherst from the smoker being the longest, gradually getting shorter as they get nearer the smoker. There is a line of stars above the scalloped decoration and there also appears to be the remains of a symbol mark comprising a single star on each side of the spur. The remaining stem measures 10mm in length, 8mm in width and the stem bore has an internal diameter of 3mm.

Dimensions: 42mm in length, 25mm in width, 6.6g.

Dr David Higgins comments: Stylistically the pipe bowl dates from around 1820-50 and it was almost certainly made by a member of the Morgan family, since the Morgans were one of the principal pipemaking families in Liverpool during the early nineteenth century. Furthermore, this mark has previously been recorded from Liverpool and there are not any other recorded Liverpool pipemakers with the initials JM who are not members of this family. If the bowl was made by one of the Morgans, then it is likely to date from the 1820s or early 1830s, since the family appears to have given up pipemaking by 1840. There are four or five members of the family working during the early nineteenth century with the initials JM as follows: -

James Morgan, recorded working in 1803

John Morgan, recorded working 1800-1804 and 1827-1834 (possibly two different individuals)

Joseph Morgan, recorded working 1815-1817

Judith Morgan, recorded working 1810-1832

Given the date of the bowl and mark type, then this is most likely to be a product of either John or Judith Morgan and to date from c1820-35.",,,West Lancashire,,,,1820,,https://finds.org.uk/images/voakden/medium/LVPL947772.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3ce),VESSEL,POST MEDIEVAL,"An almost complete wheel made post-medieval ceramic vessel or tyg dating to the 17th century. The multi-handled faceted drinking cup has a long conical body which flares outwards slightly below the handle before tapering in facets towards the circular base. The vessel leans slightly to one side. Below the rim of the vessel is a decorative horizontal ridge. One complete handle remains attached while on the opposite side the corresponding handle is missing. A small projection at both the base and the top of the handle remains. The internal fabric visible within the scar of the upper part of the handle is blackish in colour while the internal fabric from the projecting lower part of the handle is reddish brown in colour. On one side of the vessel the rim has been damaged and a large U-shaped sherd is missing.

The vessel has been glazed with a dark black glaze and has an undulating outer surface due to air bubbles within the glaze.

The Bitterley hoard was discovered in a similar vessel in Shropshire. This example contained over 100 coins dating to the 17th century (HESH-28FFB5).",,,St. Helens,,,,1600,,https://finds.org.uk/images/voakden/medium/tyg.jpg,Gardening,Donated to a museum
